Order Date,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode
02-12-2020,Los Angeles,California,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,120.47,3,22.2516,Online
02-12-2020,San Francisco,California,West,Office Supplies,Paper,Xerox 1940,143.92,2,53.8608,Online
02-12-2020,Denver,Colorado,West,Office Supplies,Storage,Letter Size Cart,155.288,1,12.8574,COD
02-12-2020,Lakewood,Ohio,East,Technology,Phones,AT&T CL2909,199.188,2,-25.198,Cards
02-12-2020,Oakland,California,West,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,202.9,5,44.975,Cards
02-12-2020,Denver,Colorado,West,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,281.352,8,-363.528,COD
02-12-2020,Lowell,Massachusetts,East,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,325.86,7,80.3208,COD
02-12-2020,Houston,Texas,Central,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,334.62,5,-766.012,COD
02-12-2020,Denver,Colorado,West,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",556.704,6,0,Online
02-12-2020,San Francisco,California,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",596.62,9,151.0974,Cards
02-12-2020,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,155.176,4,-462.8624,COD
02-12-2020,Salem,Virginia,South,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,723.96,2,168.4704,Online
02-12-2020,Denver,Colorado,West,Furniture,Chairs,Hon GuestStacker Chair,245.68,5,68.001,Cards
02-12-2020,Lowell,Massachusetts,East,Technology,Phones,GE 30524EE4,289.95,5,284.1855,Cards
02-12-2020,Oakland,California,West,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,182.056,9,43.4646,COD
02-12-2020,Omaha,Nebraska,Central,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,521.96,4,743.988,Cards
02-12-2020,San Francisco,California,West,Office Supplies,Paper,Xerox 1962,84.56,2,3.852,Online
02-12-2020,Lakewood,Ohio,East,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,128.728,9,1.7262,Online
02-12-2020,Houston,Texas,Central,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,106.16,5,2.128,Online
02-12-2020,Greensboro,North Carolina,South,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,93.776,1,2.4582,COD
02-12-2020,Los Angeles,California,West,Office Supplies,Art,Prang Dustless Chalk Sticks,121.08,6,5.04,Online
02-12-2020,Los Angeles,California,West,Office Supplies,Binders,3-ring staple pack,132.024,6,3.1584,Online
02-12-2020,Lowell,Massachusetts,East,Office Supplies,Supplies,Staple remover,134.36,2,0.1744,Online
02-12-2020,Denver,Colorado,West,Office Supplies,Binders,Aluminum Screw Posts,113.624,8,-24.416,Online
02-12-2020,Los Angeles,California,West,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",115.86,2,5.3214,Online
02-12-2020,Houston,Texas,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,139.752,4,-3.7196,Cards
02-12-2020,Miami,Florida,South,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,118.96,5,4.1965,COD
02-12-2020,Denver,Colorado,West,Technology,Phones,Macally Suction Cup Mount,135.36,6,-14.34,Online
02-12-2020,Tampa,Florida,South,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",133.66,5,-33.484,COD
02-12-2020,Denver,Colorado,West,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,137.616,2,4.9616,Cards
02-12-2020,Charlottesville,Virginia,South,Office Supplies,Art,Newell 309,146.65,3,10.395,Online
02-12-2020,Peoria,Arizona,West,Office Supplies,Binders,Vinyl Sectional Post Binders,163.86,6,-45.24,COD
02-12-2020,Oakland,California,West,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,134.992,1,-7.9984,Cards
03-12-2020,New York City,New York,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,116.92,5,29.372,Cards
03-12-2020,Thornton,Colorado,West,Technology,Accessories,Memorex Micro Travel Drive 16 GB,122.752,6,10.5534,Cards
03-12-2020,Thornton,Colorado,West,Technology,Accessories,Memorex Micro Travel Drive 16 GB,150.336,8,14.0712,Online
03-12-2020,New York City,New York,East,Technology,Phones,AT&T 1080 Corded phone,154.99,1,36.9873,COD
03-12-2020,San Diego,California,West,Office Supplies,Paper,Xerox 1888,209.44,3,79.8912,COD
03-12-2020,Seattle,Washington,West,Furniture,Tables,"Bevis Oval Conference Table, Walnut",547.96,2,88.7332,Online
03-12-2020,Thornton,Colorado,West,Office Supplies,Art,Newell 344,75.344,6,1.0008,Cards
03-12-2020,Thornton,Colorado,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",100.32,2,3.741,Cards
03-12-2020,New York City,New York,East,Office Supplies,Labels,Avery 520,108.15,1,1.512,COD
03-12-2020,Thornton,Colorado,West,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,118.192,1,4.6552,Cards
03-12-2020,Thornton,Colorado,West,Furniture,Furnishings,Staple-based wall hangings,117.376,3,7.0128,Cards
03-12-2020,Fayetteville,North Carolina,South,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",133.782,6,-21.1068,COD
03-12-2020,Thornton,Colorado,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",132.72,5,3.344,Cards
03-12-2020,Houston,Texas,Central,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,127.592,2,-14.2716,Online
03-12-2020,New York City,New York,East,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,110.624,2,5.1184,COD
03-12-2020,Plano,Texas,Central,Office Supplies,Paper,Xerox 1998,117.368,2,3.6288,Cards
03-12-2020,Fayetteville,North Carolina,South,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",148.448,4,8.8624,COD
03-12-2020,Jacksonville,Florida,South,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,137.992,1,7.1988,Cards
03-12-2020,Thornton,Colorado,West,Office Supplies,Supplies,"Elite 5"" Scissors",137.32,7,5.915,Online
03-12-2020,Fayetteville,North Carolina,South,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,177.216,3,4.5216,Cards
04-12-2020,Rochester,Minnesota,Central,Technology,Accessories,First Data TMFD35 PIN Pad,161.8,1,29.988,Cards
04-12-2020,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",213.552,7,-2.6936,Online
04-12-2020,Paterson,New Jersey,East,Furniture,Chairs,"Global Value Steno Chair, Gray",216.22,3,45.555,COD
04-12-2020,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Chrome Stack Chair,254.96,10,-10.284,Cards
04-12-2020,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,279.968,4,-28.7964,Online
04-12-2020,Paterson,New Jersey,East,Furniture,Chairs,Global Low Back Tilter Chair,314.94,3,18.1764,Cards
04-12-2020,Rochester,Minnesota,Central,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,438.95,5,143.982,COD
04-12-2020,Nashville,Tennessee,South,Technology,Machines,Okidata C610n Printer,665,2,-272.58,Online
04-12-2020,Philadelphia,Pennsylvania,East,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,109.352,3,2.6961,Cards
04-12-2020,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Storex Dura Pro Binders,112.346,3,-4.455,COD
04-12-2020,Paterson,New Jersey,East,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",106.99,1,1.5588,Online
04-12-2020,Rochester,Minnesota,Central,Office Supplies,Art,Newell 310,93.8,5,2.552,Cards
04-12-2020,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1956,102.92,5,8.671,Online
04-12-2020,Los Angeles,California,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",121.76,2,5.7624,COD
04-12-2020,Philadelphia,Pennsylvania,East,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,113.392,3,3.1806,Online
04-12-2020,Chicago,Illinois,Central,Office Supplies,Storage,Advantus Rolling Drawer Organizers,126.568,2,4.6176,COD
04-12-2020,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,168.768,2,6.846,COD
04-12-2020,Fairfield,Ohio,East,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",178.352,3,23.235,Online
05-12-2020,San Diego,California,West,Office Supplies,Paper,Xerox 1960,107.94,3,41.823,COD
05-12-2020,Columbus,Indiana,Central,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,140.39,3,40.7499,COD
05-12-2020,Seattle,Washington,West,Office Supplies,Binders,GBC VeloBinder Manual Binding System,216.752,6,60.4632,Online
05-12-2020,Burlington,Vermont,East,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,223.03,7,67.6599,COD
05-12-2020,Seattle,Washington,West,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,223.9,5,39.98,COD
05-12-2020,New York City,New York,East,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,280.9,5,68.823,COD
05-12-2020,Bellevue,Washington,West,Office Supplies,Binders,Zipper Ring Binder Pockets,119.976,6,5.4288,Online
05-12-2020,Seattle,Washington,West,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,87.296,2,3.0212,COD
05-12-2020,New York City,New York,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",113.6,6,9.936,Online
05-12-2020,New York City,New York,East,Office Supplies,Labels,Avery 52,108.07,3,5.2029,COD
05-12-2020,Bellevue,Washington,West,Office Supplies,Binders,GBC Wire Binding Combs,119.816,3,8.3754,Online
05-12-2020,Seattle,Washington,West,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,109.176,3,-7.0146,COD
05-12-2020,New York City,New York,East,Office Supplies,Labels,Self-Adhesive Removable Labels,132.45,3,4.536,Online
05-12-2020,Columbus,Indiana,Central,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",116.9,5,17.505,Online
05-12-2020,New York City,New York,East,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",129.94,3,6.0726,Online
05-12-2020,Columbus,Indiana,Central,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,165.44,3,16.5888,COD
05-12-2020,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",143.68,2,18.1908,Online
05-12-2020,New York City,New York,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,156.96,2,10.9096,COD
05-12-2020,Seattle,Washington,West,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,150.92,5,29.372,Online
06-12-2020,Brentwood,California,West,Office Supplies,Storage,Staple magnet,216.68,1,2.8836,COD
07-12-2020,Richmond,Virginia,South,Furniture,Furnishings,DAX Wood Document Frame.,123.38,6,25.5378,Online
07-12-2020,Toledo,Ohio,East,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,142.984,2,25.5968,COD
07-12-2020,Hattiesburg,Mississippi,South,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",354.64,4,89.7792,COD
07-12-2020,Los Angeles,California,West,Technology,Phones,Cisco SPA301,400.376,3,46.797,COD
07-12-2020,San Antonio,Texas,Central,Office Supplies,Fasteners,Binder Clips by OIC,1015.552,3,1.2432,COD
07-12-2020,Chicago,Illinois,Central,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,1901.99,5,-2929.4845,COD
07-12-2020,San Antonio,Texas,Central,Office Supplies,Paper,Xerox 1995,128.552,3,5.4432,Online
07-12-2020,Hattiesburg,Mississippi,South,Technology,Accessories,Memorex Micro Travel Drive 8 GB,126,4,23.4,COD
07-12-2020,San Francisco,California,West,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",159.04,6,25.02,Online
08-12-2020,Inglewood,California,West,Office Supplies,Paper,Xerox 1968,101.12,9,28.8576,COD
08-12-2020,San Francisco,California,West,Office Supplies,Binders,Vinyl Sectional Post Binders,104.48,3,33.93,COD
08-12-2020,San Francisco,California,West,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,114.92,4,40.4432,COD
08-12-2020,Philadelphia,Pennsylvania,East,Technology,Phones,iHome FM Clock Radio with Lightning Dock,132.988,2,-20.997,COD
08-12-2020,San Francisco,California,West,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,142.568,2,-18.4548,COD
08-12-2020,New York City,New York,East,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",143.48,2,33.9388,COD
08-12-2020,Inglewood,California,West,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",157.9,2,15.468,COD
08-12-2020,San Francisco,California,West,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,190.95,5,37.7895,COD
08-12-2020,Madison,Wisconsin,Central,Technology,Accessories,Logitech G105 Gaming Keyboard,201.11,3,32.0598,Online
08-12-2020,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Deluxe Steno Chair,228.544,4,-58.5048,COD
08-12-2020,New York City,New York,East,Office Supplies,Storage,Safco Industrial Wire Shelving System,282.94,3,0,COD
08-12-2020,Madison,Wisconsin,Central,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",500.92,4,41.3928,Online
08-12-2020,Cranston,Rhode Island,East,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",612.74,6,160.0398,COD
08-12-2020,San Francisco,California,West,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",822.024,7,-112.9527,COD
08-12-2020,Madison,Wisconsin,Central,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1124.75,3,305.13,COD
08-12-2020,San Francisco,California,West,Technology,Copiers,Sharp AL-1530CS Digital Copier,718.976,3,434.9913,Online
08-12-2020,San Francisco,California,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,359.829,13,31.4548,Online
08-12-2020,Philadelphia,Pennsylvania,East,Office Supplies,Art,BIC Brite Liner Highlighters,113.248,4,3.6432,COD
08-12-2020,San Francisco,California,West,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",117.424,1,8.409,Online
08-12-2020,San Francisco,California,West,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",111.15,5,13.3035,Online
08-12-2020,San Francisco,California,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",128.68,1,4.6464,Online
08-12-2020,New York City,New York,East,Office Supplies,Paper,Xerox 1996,130.44,3,9.3312,COD
08-12-2020,San Francisco,California,West,Office Supplies,Labels,Self-Adhesive Removable Labels,123.35,9,13.608,COD
08-12-2020,New York City,New York,East,Office Supplies,Storage,Iris Project Case,131.92,4,8.2992,Online
08-12-2020,Inglewood,California,West,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,150.79,3,8.6391,COD
08-12-2020,Madison,Wisconsin,Central,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",132.52,4,12.6592,COD
08-12-2020,San Francisco,California,West,Office Supplies,Paper,Xerox 1908,159.98,1,27.4302,COD
08-12-2020,San Francisco,California,West,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",155.76,1,11.1176,COD
08-12-2020,San Francisco,California,West,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,164.48,1,20.844,COD
08-12-2020,Madison,Wisconsin,Central,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",163.06,2,28.0876,Online
09-12-2020,Detroit,Michigan,Central,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",123.88,6,41.952,COD
09-12-2020,Salinas,California,West,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,164.257,3,15.6978,Online
09-12-2020,Richmond,Kentucky,South,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,166.45,5,48.3285,COD
09-12-2020,Park Ridge,Illinois,Central,Office Supplies,Paper,Xerox 1884,190.856,9,48.5514,Online
09-12-2020,Los Angeles,California,West,Office Supplies,Appliances,Harmony Air Purifier,220,1,68.04,Online
09-12-2020,Richmond,Kentucky,South,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,232.9,5,62.321,COD
09-12-2020,Phoenix,Arizona,West,Office Supplies,Paper,Multicolor Computer Printout Paper,461.4,5,146.79,COD
09-12-2020,Whittier,California,West,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,473.768,4,44.4768,COD
09-12-2020,Detroit,Michigan,Central,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,897.94,3,226.9644,Cards
09-12-2020,Los Angeles,California,West,Furniture,Tables,Bevis 36 x 72 Conference Tables,908.328,9,22.4082,COD
09-12-2020,Philadelphia,Pennsylvania,East,Office Supplies,Art,Crayola Colored Pencils,110.624,1,0.4264,Online
09-12-2020,Indianapolis,Indiana,Central,Office Supplies,Binders,Economy Binders,1021.4,5,5.096,Online
09-12-2020,Richmond,Kentucky,South,Technology,Copiers,Canon Imageclass D680 Copier / Fax,1444.98,2,629.991,COD
09-12-2020,Houston,Texas,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",826.708,3,-5.8248,COD
09-12-2020,Los Angeles,California,West,Office Supplies,Art,Newell 314,98.16,2,2.79,Cards
09-12-2020,Houston,Texas,Central,Office Supplies,Binders,Economy Binders,98.248,3,-1.9344,Cards
09-12-2020,Richmond,Kentucky,South,Office Supplies,Labels,Avery 492,106.76,2,2.6496,COD
09-12-2020,Detroit,Michigan,Central,Office Supplies,Paper,Easy-staple paper,130.94,3,7.0218,COD
09-12-2020,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",106.088,7,-8.1312,Online
09-12-2020,Richmond,Kentucky,South,Office Supplies,Storage,Eldon Gobal File Keepers,129.14,1,0.6056,Online
09-12-2020,Richmond,Kentucky,South,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",137.36,2,13.5056,Cards
09-12-2020,Indianapolis,Indiana,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",139.45,5,15.387,Online
09-12-2020,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1921,139.984,2,4.995,Online
09-12-2020,Houston,Texas,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",121.24,3,2.724,Cards
09-12-2020,Detroit,Michigan,Central,Office Supplies,Paper,Xerox 1946,118.96,2,6.2208,COD
09-12-2020,Cincinnati,Ohio,East,Office Supplies,Storage,Safco Commercial Shelving,111.208,1,-7.4416,COD
09-12-2020,Detroit,Michigan,Central,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,130.54,2,19.5238,Online
09-12-2020,Detroit,Michigan,Central,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,149.72,4,15.5112,COD
09-12-2020,Phoenix,Arizona,West,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",118.005,3,-9.9705,Online
09-12-2020,Detroit,Michigan,Central,Office Supplies,Art,BIC Liqua Brite Liner,126.7,5,12.492,COD
09-12-2020,Richmond,Kentucky,South,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",135.92,4,7.4824,Cards
09-12-2020,Grand Rapids,Michigan,Central,Office Supplies,Binders,GBC Imprintable Covers,129.9,5,26.901,Cards
09-12-2020,Cincinnati,Ohio,East,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",157.576,3,21.591,COD
10-12-2020,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Contract Clock, 14"", Brown",384.92,5,15.386,Cards
10-12-2020,Stockton,California,West,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,440.84,4,34.742,Online
10-12-2020,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,536.88,2,23.316,Online
10-12-2020,Seattle,Washington,West,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,526.9,5,38.988,COD
10-12-2020,Fairfield,Connecticut,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,607.79,7,123.7691,Online
10-12-2020,Jackson,Mississippi,South,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,106.97,3,257.9871,COD
10-12-2020,North Las Vegas,Nevada,West,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,904.6,4,116.872,Cards
10-12-2020,North Charleston,South Carolina,South,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",372.76,2,4.2804,COD
10-12-2020,Fairfield,Connecticut,East,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,403.86,3,5.1042,Cards
10-12-2020,Seattle,Washington,West,Office Supplies,Art,Col-Erase Pencils with Erasers,397.24,3,5.2896,Online
10-12-2020,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,443.273,1,-2.5093,Cards
10-12-2020,San Diego,California,West,Office Supplies,Binders,Avery Hole Reinforcements,429.936,4,7.2268,COD
10-12-2020,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 210,103.368,2,3.6288,COD
10-12-2020,Jackson,Mississippi,South,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,161.97,3,0.7794,Online
10-12-2020,Philadelphia,Pennsylvania,East,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,302.2,1,3.3725,Online
10-12-2020,Stockton,California,West,Office Supplies,Paper,Xerox 225,385.96,2,6.2208,Cards
10-12-2020,Omaha,Nebraska,Central,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,301.5,3,15.525,Online
10-12-2020,Fort Lauderdale,Florida,South,Furniture,Furnishings,Staple-based wall hangings,396.104,3,5.7312,Cards
10-12-2020,San Diego,California,West,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",147.568,2,22.9488,COD
10-12-2020,Seattle,Washington,West,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,447.08,3,4.908,Online
10-12-2020,Jackson,Mississippi,South,Office Supplies,Binders,Avery Metallic Poly Binders,354.84,8,22.0032,COD
11-12-2020,Jacksonville,Florida,South,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,344.568,4,-16.5528,Online
11-12-2020,Palatine,Illinois,Central,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,440.312,7,23.2624,Online
11-12-2020,New York City,New York,East,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,333.98,2,29.245,Cards
11-12-2020,New Bedford,Massachusetts,East,Technology,Phones,Plantronics MX500i Earset,418.85,3,3.8655,Cards
11-12-2020,Aurora,Illinois,Central,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,775.464,2,-14.8704,COD
11-12-2020,Jacksonville,Florida,South,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,271.875,6,-420,Cards
11-12-2020,Plainfield,New Jersey,East,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1055.98,2,331.191,Cards
11-12-2020,Jacksonville,Florida,South,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,332.584,1,1.3584,Cards
11-12-2020,Burlington,Iowa,Central,Office Supplies,Envelopes,Pastel Pink Envelopes,252.28,1,3.4944,COD
11-12-2020,Aurora,Illinois,Central,Office Supplies,Paper,Xerox 21,271.368,2,3.6288,Cards
11-12-2020,Burlington,Iowa,Central,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,449.4,3,2.592,Online
11-12-2020,Plainfield,New Jersey,East,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",303.75,7,6.5975,Cards
11-12-2020,Abilene,Texas,Central,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,360.392,2,-3.7584,Cards
11-12-2020,Paterson,New Jersey,East,Office Supplies,Fasteners,Stockwell Push Pins,291.54,3,2.1582,Cards
11-12-2020,New York City,New York,East,Office Supplies,Binders,Clear Mylar Reinforcing Strips,415.952,1,5.0463,Online
11-12-2020,New York City,New York,East,Office Supplies,Paper,Xerox 1895,470.94,3,8.073,Online
11-12-2020,New York City,New York,East,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",398.36,4,7.884,COD
11-12-2020,New York City,New York,East,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,430.98,2,13.5932,Online
11-12-2020,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Leather Task Chair, Black",483.686,1,-9.098,Cards
11-12-2020,Plainfield,New Jersey,East,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",323.2,5,18.09,Online
11-12-2020,Aurora,Illinois,Central,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,447.72,1,-66.062,Online
11-12-2020,Jacksonville,Florida,South,Furniture,Chairs,"Global Geo Office Task Chair, Gray",339.784,1,-12.147,COD
13-12-2020,San Francisco,California,West,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",379.04,8,54.2808,COD
13-12-2020,San Francisco,California,West,Office Supplies,Labels,Avery 49,505.64,3,4.2336,Cards
13-12-2020,New York City,New York,East,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",241.976,3,7.1994,Cards
13-12-2020,San Francisco,California,West,Office Supplies,Paper,Xerox 1975,323.96,2,6.3504,Online
13-12-2020,San Francisco,California,West,Office Supplies,Paper,Xerox 1996,433.88,6,18.6624,Online
13-12-2020,Seattle,Washington,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,373.44,3,8.4888,Online
14-12-2020,San Diego,California,West,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",391.96,14,22.736,COD
14-12-2020,Lawrence,Massachusetts,East,Office Supplies,Storage,Safco Industrial Shelving,289.85,1,2.2155,COD
14-12-2020,Skokie,Illinois,Central,Office Supplies,Art,Prismacolor Color Pencil Set,407.232,6,24.9984,Cards
14-12-2020,Skokie,Illinois,Central,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",422.328,3,-26.7558,COD
14-12-2020,Lawrence,Massachusetts,East,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,332.71,3,6.6846,Cards
